-3132.277	-435.33414
1150.9567	-542.8939
-1785.715	163.98802
-50.270256	-57.332794
-1849.3309	658.4965
-1455.9463	450.29303
-3575.4368	2079.1287
240.88052	1202.1188
387.1688	4362.13
-2966.668	865.26984
-5025.6377	2141.0479
-1311.89	1870.0397
1832.484	1950.2882
-2084.1206	2456.123
-3715.7349	2180.8293
-3154.8264	-1925.3202
2042.4686	2725.1365
-1487.2622	-1985.8309
-18.452986	-1826.4636
-4283.5454	1021.272
-1204.5247	-1828.4601
540.2153	3.8612077
-2743.6592	2829.701
-1106.7324	1912.6057
-2153.2366	-446.64755
3683.9275	1971.1401
-1871.6653	-1343.4291
-3833.517	2214.093
1997.5924	-2361.7834
397.7991	4466.963
-1797.7361	1635.4979
-1373.9661	1835.9192
-2486.9941	-137.18636
-5032.6084	1400.8707
399.93042	4363.138
-3595.6238	-1370.2163
-2232.3853	3754.54
258.1079	2534.668
-2776.4067	-1358.6913
-4424.269	-1396.9537
-1196.8967	-4276.8647
-1441.486	2192.6704
-1443.145	2072.053
-4088.389	-3231.5566
-1416.4524	-4053.991
60.840065	1426.4335
-1696.6118	963.34906
-4365.8784	-1389.4072
-1034.5323	-2168.4216
-2082.4924	-1782.8712
-3561.0093	-3429.994
-3799.4575	-982.9115
-1762.7739	-1489.6019
-3048.7144	-3936.1082
-1045.3975	-3025.4182
3662.6213	-3013.3845
2642.965	2860.0925
-1850.9478	1175.7717
502.13446	2444.8074
-4901.847	2087.2996
-2380.3628	1709.93
-114.6667	423.41278
-1878.4391	-625.9484
431.1195	4839.5264
-1131.0725	-2097.2605
-3755.2715	2202.067
-4734.1626	-1029.8876
-4029.6628	1101.6917
-816.1364	-1024.2297
-5882.299	-2783.7485
-4130.7637	272.39026
1914.0625	-1208.46
2012.6414	291.98166
356.73203	-305.8599
-3173.9287	-2218.6711
-3133.532	-1911.5123
6855.429	-69.28492
-1858.8898	-2696.0054
186.23824	3807.5217
-1367.9689	664.4988
-608.2578	-2151.632
-2128.0635	1335.6782
-4859.4805	-754.1315
6811.345	-61.865353
-3380.928	2003.9121
-4361.1772	-1391.547
1188.779	-3533.9387
-1806.1635	1195.3263
-2171.0374	-1811.7888
952.4817	3340.9626
403.50623	-1296.975
1040.1663	3787.9924
-1593.3464	1673.7506
447.42773	4623.6416
307.8794	2080.2395
-842.8934	-653.93964
-825.641	1743.6793
-1043.3961	-3633.2456
1027.3877	2646.821
1880.9489	-470.53354
1632.3018	2287.705
1958.2377	-2335.6523
-1071.2532	683.2516
