3.34466	-42.3879	1
7.77341	-39.3665	2
9.27748	-40.8989	3
11.0276	-42.5192	4
12.9145	-43.8852	5
14.7936	-44.4088	6
3.40008	-42.121	7
7.92164	-39.0659	8
10.4454	-38.8863	9
12.7409	-39.5549	10
14.6757	-40.7638	11
15.9435	-41.968	12
3.89213	-42.6855	13
8.24885	-39.6545	14
9.90035	-41.0329	15
11.9063	-42.5849	16
13.967	-43.6959	17
15.5173	-44.2713	18
0.091024	-44.5571	19
3.94814	-41.9277	20
8.10892	-39.0208	21
9.93842	-40.2329	22
11.6616	-41.4826	23
13.3133	-42.5357	24
0.0791114	-44.4288	25
3.93931	-41.7885	26
8.08319	-38.8013	27
10.21	-39.6046	28
12.0974	-40.6591	29
13.8431	-41.4568	30
0.333141	-44.7084	31
4.14914	-42.041	32
8.33812	-39.175	33
10.5221	-40.0074	34
12.4417	-40.9616	35
14.2711	-41.9257	36
-0.0549897	-44.2342	37
3.84622	-41.6912	38
8.00385	-38.7714	39
9.91835	-39.9699	40
11.7592	-41.2188	41
13.4596	-42.0678	42
0.348217	-44.5842	43
4.16837	-41.9433	44
8.33009	-39.0671	45
10.3107	-40.089	46
12.0796	-41.1926	47
13.8067	-42.2349	48
0.204246	-44.3108	49
4.08825	-41.7352	50
8.25357	-38.8301	51
10.5019	-39.4754	52
12.4735	-40.4442	53
14.2822	-41.2822	54
0.448502	-44.3342	55
6.86624	-39.61	56
9.58608	-38.9731	57
11.2391	-40.6814	58
13.0863	-41.9271	59
14.8999	-42.8646	60
-0.0780912	-44.4176	61
-0.0770255	-44.0435	62
0.689706	-44.8727	63
7.6471	-39.196	64
8.37242	-40.1368	65
10.2594	-41.7564	66
12.1251	-43.2321	67
16.1574	-44.2549	68
-0.329624	-44.5597	69
7.72228	-38.9779	70
9.62317	-38.4648	71
11.6494	-39.1315	72
13.886	-40.4494	73
16.4644	-43.1603	74
-0.320818	-44.2727	75
8.13759	-39.4987	76
8.79768	-40.4064	77
10.856	-42.006	78
13.2981	-43.316	79
16.5091	-43.8885	80
0.32819	-44.9464	81
7.15335	-39.8835	82
7.84244	-40.8237	83
9.59919	-42.3582	84
11.7132	-44.1904	85
14.0735	-45.3142	86
7.25838	-39.5713	87
9.29988	-38.6538	88
11.9489	-38.6541	89
14.2631	-39.782	90
16.2228	-40.9593	91
7.7136	-40.1768	92
8.28344	-40.863	93
10.8424	-42.2023	94
13.0208	-44.3197	95
15.136	-45.2893	96
4.22903	-38.8414	97
6.69208	-36.8653	98
8.44949	-35.6719	99
10.5812	-35.1619	100
12.376	-35.3651	101
13.6109	-35.8045	102
4.59487	-38.9362	103
7.16742	-37.1386	104
9.1896	-36.8994	105
10.9864	-36.543	106
12.5814	-36.5323	107
13.8266	-36.6295	108
5.19673	-39.4823	109
7.63121	-37.5458	110
9.60141	-36.853	111
11.4822	-36.5065	112
12.7829	-36.0318	113
13.7694	-36.5007	114
3.26174	-39.8041	115
4.95539	-38.8206	116
7.37493	-36.8917	117
9.07048	-36.2326	118
10.69	-36.0865	119
12.2148	-36.0756	120
3.15854	-39.6261	121
4.86783	-38.6358	122
7.28335	-36.6931	123
9.08029	-35.8717	124
10.8263	-35.391	125
12.4232	-35.7071	126
3.52914	-40.045	127
5.16317	-38.9922	128
7.53874	-37.0555	129
9.14413	-36.2951	130
10.7656	-36.0932	131
12.2781	-36.3835	132
3.01919	-39.4142	133
4.72263	-38.4689	134
7.08646	-36.5679	135
8.82383	-36.0473	136
10.402	-36.1474	137
11.9614	-36.1269	138
3.64662	-39.9026	139
5.23575	-38.8526	140
7.57551	-36.8728	141
9.40461	-36.1172	142
11.1725	-35.7914	143
12.5017	-36.0406	144
3.34466	-39.5222	145
5.08994	-38.6129	146
7.52775	-36.7183	147
9.29119	-35.8452	148
10.9459	-35.3208	149
12.4069	-35.6609	150
3.57989	-39.6908	151
6.96927	-37.2102	152
8.42477	-36.2895	153
10.1059	-36.0581	154
11.7547	-35.9909	155
13.1254	-36.1955	156
2.60041	-39.2539	157
3.04884	-39.1537	158
4.12997	-40.2735	159
6.49898	-36.89	160
7.44211	-36.111	161
9.59962	-35.2474	162
11.9367	-35.4081	163
13.9846	-36.1374	164
2.83887	-39.4413	165
6.90862	-37.093	166
7.93778	-36.3517	167
10.2304	-36.7648	168
12.2299	-36.6521	169
14.1771	-36.5258	170
3.25501	-39.4757	171
7.40405	-37.5382	172
8.32031	-36.6514	173
10.3281	-36.728	174
12.5709	-36.0341	175
14.1439	-36.1331	176
3.95511	-40.1382	177
6.0149	-37.2894	178
6.68038	-35.6951	179
9.81503	-34.7877	180
11.7456	-34.9068	181
13.429	-35.2891	182
6.43132	-37.5177	183
8.14763	-36.7016	184
10.3972	-37.2218	185
12.3603	-36.7187	186
13.9895	-36.6002	187
6.90311	-37.9325	188
8.1514	-36.6925	189
11.4373	-36.8746	190
12.6091	-35.9978	191
13.7229	-35.964	192
7.1337	-34.466	193
9.02618	-33.4979	194
10.6718	-32.8679	195
11.9723	-32.1807	196
12.9919	-31.6033	197
13.9676	-31.2407	198
7.76315	-34.7866	199
9.64644	-33.9008	200
11.3371	-33.639	201
12.7826	-33.1208	202
13.9246	-32.5883	203
14.7205	-31.8134	204
8.30316	-35.1678	205
10.0696	-34.0993	206
11.6777	-33.393	207
13.1942	-32.8123	208
14.2269	-32.2704	209
15.117	-31.6045	210
6.66125	-35.1699	211
7.88266	-34.4947	212
9.65383	-33.5779	213
11.022	-33.4363	214
12.1483	-32.5651	215
13.2547	-31.9904	216
6.56336	-35.026	217
7.77349	-34.2928	218
9.54172	-33.2849	219
11.1863	-33.0983	220
12.4459	-32.6109	221
13.3339	-32.7721	222
6.96444	-35.4352	223
8.10942	-34.7026	224
9.73719	-33.7086	225
11.1911	-33.5079	226
12.4841	-32.8961	227
13.5517	-32.6944	228
6.49621	-34.864	229
7.65939	-34.1627	230
9.38306	-33.1561	231
10.9	-32.8771	232
12.2084	-32.3185	233
13.1897	-32.0422	234
7.16433	-35.3032	235
8.24627	-34.6056	236
9.92774	-33.5708	237
11.3574	-33.2626	238
12.5871	-32.653	239
13.6982	-32.2752	240
6.84443	-34.9804	241
8.00328	-34.2817	242
9.81124	-33.3369	243
11.3702	-32.9567	244
12.4978	-32.5345	245
13.4586	-31.9738	246
7.06723	-35.1337	247
9.39324	-33.5218	248
10.5872	-33.0943	249
11.8948	-32.9201	250
13.0773	-32.521	251
14.1916	-31.8736	252
6.12239	-34.6559	253
6.71917	-34.8668	254
7.62049	-35.7509	255
8.73838	-33.4643	256
10.1821	-33.2215	257
11.7091	-32.6751	258
12.5285	-31.8763	259
14.7124	-30.7454	260
6.2889	-34.7942	261
9.42202	-33.8221	262
10.5488	-33.8746	263
12.1809	-33.0071	264
13.66	-33.0693	265
15.5583	-31.2238	266
6.95423	-35.0373	267
9.83894	-34.0452	268
10.7744	-33.7748	269
12.7454	-32.8876	270
13.8181	-32.6364	271
15.4122	-30.9977	272
7.52846	-35.536	273
8.39649	-33.7034	274
10.4804	-33.6359	275
11.7631	-32.5896	276
12.4532	-31.6107	277
13.5669	-30.7838	278
9.05353	-34.0893	279
10.5078	-34.0821	280
11.7247	-32.8993	281
13.6752	-33.2837	282
14.548	-32.046	283
9.74123	-34.3918	284
10.8845	-33.5412	285
13.0892	-33.5478	286
14.5413	-32.5859	287
14.9054	-31.2705	288
10.4097	-30.2358	289
11.8506	-29.6072	290
13.955	-28.3235	291
16.132	-27.1607	292
18.2158	-26.1756	293
19.6074	-25.4588	294
11.1909	-30.7054	295
12.7177	-30.2439	296
14.8493	-29.525	297
16.9254	-28.5411	298
18.6049	-27.0258	299
19.5784	-25.8758	300
11.5639	-30.9004	301
12.9602	-30.208	302
14.8903	-28.7617	303
16.8255	-27.3462	304
18.6138	-26.2258	305
19.8935	-25.4649	306
10.3723	-30.8861	307
11.0855	-30.346	308
12.4214	-29.807	309
14.3939	-28.6485	310
16.0656	-27.5624	311
17.7105	-26.6309	312
10.3066	-30.7824	313
10.9274	-30.1745	314
12.2627	-29.5722	315
14.1993	-28.3233	316
15.9415	-27.4303	317
17.6102	-26.8738	318
10.5894	-31.0864	319
11.3464	-30.5963	320
12.5884	-30.028	321
14.634	-29.1606	322
16.3198	-28.2441	323
17.8907	-27.288	324
10.1245	-30.5425	325
10.855	-30.0583	326
12.1005	-29.4294	327
14.0687	-28.3229	328
