3794.4802	-3157.65
1445.0142	-2043.4984
1002.2662	-3263.979
1186.2832	1303.0134
-89.31479	-5451.8
5265.957	6522.8135
10827.813	-1745.4442
2039.7316	3483.1528
197.4199	-4714.7534
1371.7328	-230.33334
-3225.9966	2086.1448
4058.0593	-797.62256
4110.817	481.96912
-620.5132	-168.98125
1073.4312	-4416.29
-627.7955	-173.78053
-1375.729	-1520.5471
96.35146	2440.0974
-980.1144	867.70325
7006.7676	-887.72064
-2727.594	3274.3247
-3488.12	-86.12793
9443.023	-1767.0372
-2582.5596	-4691.236
-5378.5376	-6959.1772
20.174845	-1443.7681
-1768.5493	1246.1022
169.32776	-6267.9043
2236.9128	1757.9608
1423.9109	-3500.5042
-4555.0566	-1607.7833
-3401.601	875.96204
1933.8713	100.67688
-3495.2295	-78.80261
107.24396	1259.3076
2185.0059	-2232.0925
4841.4653	-3361.9238
1049.9022	3624.0
-2915.421	-1336.1924
-3685.5894	-1784.3279
-1208.2435	-4419.9727
-1145.1167	4700.6846
1437.3152	-2045.9327
8695.6875	-147.99437
-4110.8076	-260.90906
-4111.3936	2282.033
3644.3442	5008.0347
170.8014	1713.6188
-3948.7087	1517.1521
2967.3481	-2398.8982
1822.4614	2453.9531
4399.948	-1487.6027
3437.0503	2082.0266
3122.919	1513.1582
1619.627	2024.3857
1874.2506	3940.997
936.1828	-1147.5481
-402.65274	-1367.929
-1211.1101	-4408.45
-2591.4004	-4693.153
3926.5515	-1156.9666
-3845.7908	1774.759
360.43604	-325.53024
1043.6191	3628.3384
1397.8997	1670.4576
5279.1367	6529.907
10837.143	-1732.2217
3562.4468	5368.827
-91.38321	2131.337
244.95332	3878.8706
1802.4294	-2994.4138
4676.6846	5741.643
-2474.853	-2484.2886
-2773.8608	1942.0867
8101.128	-518.02374
4055.0964	4988.772
224.68199	3501.1284
-4712.3955	1177.0076
-3131.1074	-2928.3533
-406.16064	-1363.9288
4660.0884	3377.1768
-529.043	1066.45
413.69382	215.8032
-295.88074	-1548.6213
-3307.2095	-226.06493
-2811.0886	-930.41986
-2100.2837	-3586.0984
2276.6816	1316.892
10016.072	-1287.4602
-3686.6714	-1793.1288
2016.8517	1586.447
-980.14496	3253.8433
-581.2486	-2759.7937
-1689.964	-8.832669
-2027.2424	3798.7488
-3202.888	2801.8699
-1031.4296	-684.5157
-4141.55	-3139.6587
370.77664	-2679.26
2184.3223	1727.2778
-2032.9626	-1909.5415
130.00531	-1784.2262
4233.939	-3530.5469
-1115.6322	-1323.8665
-572.15155	-2773.5193
2028.634	2955.476
-1198.7417	2477.611
-3677.1218	1254.2976
-625.2811	-181.9623
-643.0475	2334.5469
-1213.2217	-4610.1934
-777.77795	-3190.8438
1403.954	728.4394
5437.778	5100.91
-3544.6936	-3079.6287
1191.5928	-189.926
-3329.8733	-348.72797
-3228.6504	2077.7007
-903.93384	-4058.4521
3615.604	146.3489
-3506.8955	1646.1487
2998.237	1532.2972
-2054.8545	-2559.0493
2348.6418	3818.976
4402.5093	-1494.7041
124.69441	1253.8564
-3491.1423	-75.51139
-713.39453	545.5673
3567.1895	1980.3221
2250.8174	2460.072
3443.3745	2082.6853
133.3102	-1793.0052
-1565.0981	-2028.146
-3285.3545	-1023.71765
